1	496	0
2	343	1
3	237	1
4	230	1
5	192	1
6	166	1
7	157	0
8	110	1
9	98	1
10	93	1
11	91	1
12	69	0
13	59	1
14	58	1
15	56	0
16	52	0
17	48	1
18	46	0
19	45	1
20	45	0
21	41	0
22	40	0
23	39	0
24	37	1
