1978-05-25	5.0	1.7917595	0.0	0.0	0	0	1	0
1978-05-26	6.0	1.9459101	0.0	0.0	0	0	1	0
1978-05-27	5.0	1.7917595	0.0	0.0	0	0	1	0
1978-05-28	9.0	2.3025851	0.0	0.0	0	0	1	0
1978-05-29	0.0	0.0	0.0	0.0	0	0	1	0
1978-05-30	2.0	1.0986123	0.0	0.0	0	0	1	0
1978-05-31	6.0	1.9459101	0.0	0.0	0	0	1	0
1978-06-01	8.0	2.1972246	0.0	0.0	0	0	0	1
1978-06-02	2.0	1.0986123	0.0	0.0	0	0	0	1
1978-06-03	1.0	0.6931472	0.0	0.0	0	0	0	1
1978-06-04	1.0	0.6931472	0.0	0.0	0	0	0	1
1978-06-05	2.0	1.0986123	0.0	0.0	0	0	0	1
1978-06-06	1.0	0.6931472	0.0	0.0	0	0	0	1
1978-06-07	0.0	0.0	1.0	0.6931472	0	0	0	1
1978-06-08	2.0	1.0986123	0.0	0.0	0	0	0	1
1978-06-09	1.0	0.6931472	0.0	0.0	0	0	0	1
1978-06-10	0.0	0.0	0.0	0.0	0	0	0	1
1978-06-11	3.0	1.3862944	0.0	0.0	0	0	0	1
1978-06-12	0.0	0.0	0.0	0.0	0	0	0	1
1978-06-13	1.0	0.6931472	0.0	0.0	0	0	0	1
1978-06-14	1.0	0.6931472	0.0	0.0	0	0	0	1
1978-06-15	1.0	0.6931472	0.0	0.0	0	0	0	1
1978-06-16	0.0	0.0	1.0	0.6931472	0	0	0	1
1978-06-17	1.0	0.6931472	0.0	0.0	0	0	0	1
1978-06-18	0.0	0.0	0.0	0.0	0	0	0	1
1978-06-19	1.0	0.6931472	0.0	0.0	0	0	0	1
1978-06-20	8.0	2.1972246	0.0	0.0	0	0	0	1
1978-06-21	0.0	0.0	0.0	0.0	0	0	0	1
1978-06-22	1.0	0.6931472	0.0	0.0	0	0	0	1
1978-06-23	2.0	1.0986123	0.0	0.0	0	0	0	1
1978-06-24	2.0	1.0986123	0.0	0.0	0	0	0	1
1978-06-25	1.0	0.6931472	0.0	0.0	0	0	0	1
